film,year_film,decade_film,year_ceremony,oscars_won,adult,backdrop_path,id_tmdb,original_language,original_title,overview,popularity,poster_path,release_date,video,vote_average,vote_count,genres_ids,genres
Body Team 12,2015,2010,2016,0,FALSE,NA,365447,en,Body Team 12,Body Team 12 is tasked with collecting the dead at the height of the Ebola outbreak. These body collectors have arguably the most dangerous and gruesome job in the world. Yet despite the strain they emerge as heroes while the film explores their philosophy and strength.,0.57,/wUPlMaBnOg9OWtnrVYjabYfAvWw.jpg,2015-04-19,FALSE,6.8,16,99,Documentary
Borrowed Time,2015,2010,2017,0,FALSE,/5GeUxwU8RmOJBAmaleOdEz7XcjE.jpg,421281,en,Borrowed Time,"A weathered Sheriff returns to the remains of an accident he has spent a lifetime trying to forget. With each step forward, the memories come flooding back. Faced with his mistake once again, he must find the strength to carry on.",3.535,/ArdNjI9vglaaOFdxA6DFpaQPwZv.jpg,2015-10-31,FALSE,7.3,179,"16, 18, 37","Animation, Drama, Western"
Boy and the World,2015,2010,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bridge of Spies,2015,2010,2016,1,FALSE,/ncWUcY7ihZ2co7vqUCHqwF6t9us.jpg,296098,en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",3.913,/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg,2015-10-16,FALSE,7.235,6877,"53, 18","Thriller, Drama"
Brooklyn,2015,2010,2016,0,FALSE,/2T4bqHgYfzXNQoALJsvhW40kDTg.jpg,167073,en,Brooklyn,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",3.825,/cs7W8j5lI7qzRW6tKSj9p1Q0Ze7.jpg,2015-11-04,FALSE,7.315,3108,"10749, 18, 36","Romance, Drama, History"
Carol,2015,2010,2016,0,FALSE,/o0ghC4XMIMdbRBXIqSvnPrxwj3W.jpg,258480,en,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",3.542,/cJeled7EyPdur6TnCA5GYg0UVna.jpg,2015-11-20,FALSE,7.5,3744,"10749, 18","Romance, Drama"
Cartel Land,2015,2010,2016,0,FALSE,/lHFsMi0uprGSD25sIR1OVeqFiFR.jpg,317952,en,Cartel Land,"In the Mexican state of Michoacán, Dr. Jose Mireles, a small-town physician known as ""El Doctor,"" shepherds a citizen uprising against the Knights Templar, the violent drug cartel that has wreaked havoc on the region for years. Meanwhile, in Arizona's Altar Valley—a narrow, 52-mile-long desert corridor known as Cocaine Alley—Tim ""Nailer"" Foley, an American veteran, heads a small paramilitary group called Arizona Border Recon, whose goal is to halt Mexico’s drug wars from seeping across our border.",3.534,/bNNP8IYV1VZKsS5CRavRpRDWV06.jpg,2015-07-03,FALSE,7.2,348,"18, 99","Drama, Documentary"
"Chau, beyond the Lines",2015,2010,2016,0,FALSE,NA,369362,en,"Chau, Beyond the Lines",A man disabled by Agent Orange dares to dream.,0.393,/9n45jma2uM3X10SQvEjxyHRSe5Z.jpg,2015-08-21,FALSE,6.1,11,99,Documentary
Cinderella,2015,2010,2016,0,FALSE,/q7vmCCmyiHnuKGMzHZlr0fD44b9.jpg,150689,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",5.918,/j91LJmcWo16CArFOoapsz84bwxb.jpg,2015-03-13,FALSE,6.821,7121,"10749, 14, 10751, 18","Romance, Fantasy, Family, Drama"
Claude Lanzmann: Spectres of the Shoah,2015,2010,2016,0,FALSE,NA,369363,en,Claude Lanzmann: Spectres of the Shoah,The process of making Shoah.,0.322,/rrtvECuiOeTLxI0a78Jw40PPhOV.jpg,2015-07-28,FALSE,6.9,9,99,Documentary
Creed,2015,2010,2016,0,FALSE,/lBX2EklMBEK5I0OIJWVJFr3DtmS.jpg,312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",3.596,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,2015-11-25,FALSE,7.406,7516,"28, 18","Action, Drama"
Day One,2015,2010,2016,0,FALSE,/1RZjVMX39rkqzCq7s2E0qR8JJr5.jpg,335026,en,Day One,"On her first day in Afghanistan, an interpreter for the US Army is forced to deliver the child of an enemy bomb-maker.",0.711,/t6Sznf9V1J6sxUa0Ugd6WvDJh1v.jpg,2015-02-27,FALSE,6,20,"18, 10752","Drama, War"
Everything Will Be Okay (Alles Wird Gut),2015,2010,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ex Machina,2015,2010,2016,1,FALSE,/uqOuJ50EtTj7kkDIXP8LCg7G45D.jpg,264660,en,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",4.128,/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,2015-04-10,FALSE,7.571,13428,"18, 878","Drama, Science Fiction"
Fifty Shades of Grey,2015,2010,2016,0,FALSE,/7Iz55ystlGDNlavsKnP7iaJeLma.jpg,216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",5.313,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,2015-02-13,FALSE,5.879,11903,"18, 10749, 53","Drama, Romance, Thriller"
Inside Out,2015,2010,2016,1,FALSE,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",4.833,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-19,FALSE,7.9,22329,"16, 10751, 12, 18, 35","Animation, Family, Adventure, Drama, Comedy"
Joy,2015,2010,2016,0,FALSE,/gwlx0r6NyWUuaI6MNajpYHPogZ1.jpg,274479,en,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,3.575,/nZAs0HbW82TI1i4Xid83M941Pki.jpg,2015-12-25,FALSE,6.5,4122,"18, 35","Drama, Comedy"
Last Day of Freedom,2015,2010,2016,0,FALSE,/c2N5Eie1GITcTUlz4QFy4C4GBF8.jpg,369366,en,Last Day of Freedom,When Bill Babbitt realizes his brother Manny has committed a crime he agonizes over his decision to call the police.,0.464,/7oyXmcWRR9VfWhDZaujHFqCtTii.jpg,2015-04-11,FALSE,7.1,13,"16, 80, 99","Animation, Crime, Documentary"
Mad Max: Fury Road,2015,2010,2016,6,FALSE,/gqrnQA6Xppdl8vIb2eJc58VC1tW.jpg,76341,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",4.778,/hA2ple9q4qnwxp3hKVNhroipsir.jpg,2015-05-15,FALSE,7.6,22912,"28, 12, 878","Action, Adventure, Science Fiction"
Mustang,2015,2010,2016,0,FALSE,/nBxP0PY7yGfId9E12yo5R7x27ZQ.jpg,336804,tr,Mustang,"In a Turkish village, five orphaned sisters live under strict rule while members of their family prepare their arranged marriages.",3.534,/8lrsjdydRxhKlKiGuMbbzuFKrdN.jpg,2015-11-20,FALSE,7.7,1386,18,Drama
Prologue,2015,2010,2016,0,FALSE,/xzxUxCFLwuCTri9Bx3AJKmknozR.jpg,359549,en,Prologue,Prologue depicts Spartan and Athenian warriors locked in a gory battle to the death.,1.311,/9Q2nD6YPdQNTN9hYsWobIVKr6J7.jpg,2015-09-11,FALSE,6.5,37,"28, 16","Action, Animation"
Racing Extinction,2015,2010,2016,0,FALSE,/9MTbSRF0NYPxNSXdnrAbzZpvA2p.jpg,300792,en,Racing Extinction,An unlikely team of activists and innovators hatches a bold mission to save endangered species.,3.534,/gydw7e4QCWrp5qExSJSvzyPJ42E.jpg,2015-01-24,FALSE,7.8,185,"12, 99","Adventure, Documentary"
Room,2015,2010,2016,1,FALSE,/i8aK8cGt5iYfMmUJiAe5AKIqYE5.jpg,264644,en,Room,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",3.574,/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg,2015-10-16,FALSE,8.008,9274,"18, 53","Drama, Thriller"
Sanjay's Super Team,2015,2010,2016,0,FALSE,/jJKv8vehFatewBDCUrOtTvqynPH.jpg,345637,en,Sanjay's Super Team,"SANJAY'S SUPER TEAM follows the daydream of a young Indian boy, bored with his father's religious meditation, who imagines ""a kind of ancient, Hindu version of The Avengers,"" with the gods appearing like superheros.",3.534,/mShcGzOctlq6zs33UdrCdAwZMGq.jpg,2015-11-25,FALSE,6.421,258,"16, 10751, 14, 28","Animation, Family, Fantasy, Action"
Shaun the Sheep Movie,2015,2010,2016,0,FALSE,/sQbpfYoGiEBUnr8tBjHP51heNNT.jpg,263109,en,Shaun the Sheep Movie,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",3.543,/cAOyc1wykhkOJ5Vm0BdjsGrLbeD.jpg,2015-08-05,FALSE,6.962,1402,"10751, 16, 35, 12","Family, Animation, Comedy, Adventure"
Shok,2015,2010,2016,0,FALSE,NA,537042,ja,人狼 処刑ゲーム,"Taiga wakes up in an unknown place, next to Niina with whom he had lost contact. Confined in a school with former elementary school classmates and their teacher, they find themselves forced to participate to a sadistic game: ""The Werewolf's game"".",0.029,/m1xw7Ym4a29sFcEW45xzL9tYVBh.jpg,2015-03-06,FALSE,0,0,"27, 53","Horror, Thriller"
Sicario,2015,2010,2016,0,FALSE,/fKPgObonYgPgCdu88yjV7Hpn7Dp.jpg,273481,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,3.951,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,2015-09-18,FALSE,7.4,8789,"28, 80, 53","Action, Crime, Thriller"
Son of Saul,2015,2010,2016,1,FALSE,/vM7FGdOnzSHYNdlJYxlzKamSPa.jpg,336050,hu,Saul fia,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son, seeking to give him a proper jewish burial.",3.535,/9ZcX6NjCJam5uwkooXffhHI29Lj.jpg,2015-12-18,FALSE,7.143,1082,"10752, 18, 53","War, Drama, Thriller"
Spectre,2015,2010,2016,1,FALSE,/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,206647,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",4.087,/aD8fQF2WFAvMMxmMHHj2RXz2hwP.jpg,2015-11-06,FALSE,6.555,10626,"28, 12, 53","Action, Adventure, Thriller"
Spotlight,2015,2010,2016,2,FALSE,/hTYZ9tPvRZrL3rSf0tB38r53IG.jpg,314365,en,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",3.586,/olYvlO7lZLpUM62w1LYnAgdd6CD.jpg,2015-11-06,FALSE,7.8,8300,"18, 36","Drama, History"
Star Wars: The Force Awakens,2015,2010,2016,0,FALSE,/k6EOrckWFuz7I4z4wiRwz8zsj4H.jpg,140607,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",4.572,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,2015-12-18,FALSE,7.264,19596,"12, 28, 878","Adventure, Action, Science Fiction"
Steve Jobs,2015,2010,2016,0,FALSE,/oaQm9l3Fr2FxP2vMcPkIqROLJun.jpg,321697,en,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",3.573,/ljiRO29Y9khEERRqMluptUYunJ9.jpg,2015-10-09,FALSE,6.8,4157,"18, 36","Drama, History"
Straight Outta Compton,2015,2010,2016,0,FALSE,/8r9RoGfwGmn1pn0G3sbvHHemSWF.jpg,277216,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",4.088,/1CiLJx8Xtv3TbbFj6k7BboSmKgC.jpg,2015-08-11,FALSE,7.784,3933,"18, 10402, 36","Drama, Music, History"
Stutterer,2015,2010,2016,1,FALSE,/y30AdTNy6AkJspBY7p34pGmRaoj.jpg,369373,en,Stutterer,A lonely typographer with a cruel speech impediment but an eloquent inner voice must face his greatest fear.,2.828,/pliW0Q9gwrnoLHOoTR6i2FJa1Ah.jpg,2015-07-08,FALSE,7.4,80,18,Drama
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2015,2010,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Big Short,2015,2010,2016,1,FALSE,/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg,318846,en,The Big Short,The men who made millions from a global economic meltdown.,3.864,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,2015-12-11,FALSE,7.355,9141,"35, 18","Comedy, Drama"
The Danish Girl,2015,2010,2016,1,FALSE,/hHvvGvodFPADcbn0svgmSBYM9TU.jpg,306819,en,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",3.874,/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg,2015-11-27,FALSE,7.572,5774,18,Drama
The Hateful Eight,2015,2010,2016,1,FALSE,/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,273248,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,4.688,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,2015-12-25,FALSE,7.8,14381,"18, 9648, 37","Drama, Mystery, Western"
The Hunting Ground,2015,2010,2016,0,FALSE,/5ZrNlupfDMalMqm0QL1m7gk5jce.jpg,319091,en,The Hunting Ground,"A startling expose of rape crimes on US campuses, their institutional cover-ups, and the devastating toll they take on students and their families. The film follows the lives of several undergraduate assault survivors as they attempt to pursue—despite incredible push back, harassment and traumatic aftermath—both their education and justice.",3.534,/h1BsAt0pbBKhZvcs0Gjh2ZHy1V.jpg,2015-02-27,FALSE,7.4,133,99,Documentary
The Look of Silence,2015,2010,2016,0,FALSE,/eozLsgdW5VyUEdPDuDaBD4VB86o.jpg,267480,en,The Look of Silence,"An optician grapples with the Indonesian mass killings of 1965-1966, during which his older brother was exterminated.",3.534,/7TakQLT8gyzIMG8hX8RLTd5qROQ.jpg,2015-07-17,FALSE,7.8,270,"36, 99","History, Documentary"
The Martian,2015,2010,2016,0,FALSE,/9pubUbDX3eKB6ZuKxbFgv4cBZrz.jpg,286217,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",4.232,/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,2015-10-02,FALSE,7.687,20009,"18, 12, 878","Drama, Adventure, Science Fiction"
The Phone Call,2015,2010,2015,1,FALSE,/pDNnO7zOLYy7QtEd6VpyYQlAepd.jpg,220809,en,The Phone Call,"Heather is a shy lady who works in a helpline call centre. When she receives a phone call from a mystery man, she has no idea that the encounter will change her life forever.",2.368,/mxgAsqknOMYe8DPiqeOcFJVna3P.jpg,2015-02-20,FALSE,7.3,67,18,Drama
The Revenant,2015,2010,2016,3,FALSE,/sGOw65ZmfgGfistCjuNsazjs6j9.jpg,281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",4.236,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,2015-12-25,FALSE,7.533,18303,"37, 18, 12","Western, Drama, Adventure"
Theeb,2015,2010,2016,0,FALSE,/fCO18PpHSdrjs0YHigztBmv5XuE.jpg,287628,ar,ذيب,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming of age as he embarks on a perilous desert journey to guide a British officer to his secret destination.",3.534,/qixAor6q0GDPXcMEVgVi2fnWMb9.jpg,2015-11-06,FALSE,6.8,175,"12, 18, 53","Adventure, Drama, Thriller"
Timbuktu,2015,2010,2015,0,FALSE,/3cQO2X0vRpMYwNhoZURSCxUpCPh.jpg,265228,fr,Timbuktu,"Just outside of the Malian city of Timbuktu, now occupied by militant Islamic rebels who impose the Sharia on civilians and inconvenience their daily life, a cattleman kills a fisherman.",3.784,/tCpHpn8msgonS9HVDMkrcSZh4an.jpg,2015-01-28,FALSE,6.978,479,"18, 10752","Drama, War"
